debate_audio_id,turn_id,speaker_raw,n_words,n_words_matched,start_sec,end_sec,duration_sec,text
1003,1003_t0102,SHAW,9,7,3016.619,3018.568,1.949,"Mr. Vice President, Andrea has a question for you."
1003,1003_t0103,MITCHELL,81,11,3018.572,3022.502,3.93,"Mr. Vice President, you have flatly ruled out any change in Social Security benefits, even for the wealthy. Now, can you stand here tonight and look at a whole generation of 18 to 34 year olds in the eye the very people who are going to have to be financing that retirement and tell them that they should be financing the retirement of people like yourself, like Governor Dukakis, or for that matter, people such as ourselves here on this panel?"
1003,1003_t0104,BUSH,5,5,3023.183,3024.224,1.041,More so you than me.
1003,1003_t0105,MITCHELL,5,5,3025.504,3026.385,0.881,We could argue about that.
1003,1003_t0106,BUSH,343,323,3027.125,3143.577,116.452,"No, but you got to go back to what social security was when it was created. It wasn’t created as a welfare program. It wasn’t created that is it was created as a whole retirement or supplement to retirement program. It wasn’t created as a welfare program. So, here’s what’s happened. We came into office and the Social Security Trust Fund was in great jeopardy and the President took the leadership working with the Democrats and the Republicans in Congress some tough calls were made and the Social Security Trust Fund was put back into sound, solvent condition. So, I don’t want to fool around with it. And there are several there’s a good political reason because it’s just about this time of year that the Democrats start saying the Republicans are going to take away your Social Security. It always works that way. I’ve seen it. In precinct politics in Texas and I’ve seen it at the national level. We have made the Social Security Trust Fund sound. And it is going to be operating at surpluses and I don’t want the liberal Democratic Congress to spend out of that Social Security Trust Fund or go and take the money out for some other purpose. I don’t want that. And I will not go in there and suggest changes in Social Security. I learned that the hard way and the Governor and I both supported slipping the COLAs for one year. He supported it at the National Governors Conference and I supported it in breaking a tie in a major compromise package and we got assailed by the Democrats in the election over that. And I am going to keep that Social Security Trust Fund sound and keep our commitment to the elderly and maybe down the line, maybe when you get two decades or one into the next century, you’re going to have to take another look at it, but not now. We do not have to do it. Keep the trust with the older men and women of this country."
1003,1003_t0107,SHAW,6,6,3144.177,3145.859,1.682,"Governor, you have one minute, sir."
1003,1003_t0108,DUKAKIS,25,24,3146.779,3157.451,10.672,"Andrea, I don’t know which George Bush I’m listening to. George Bush, a few years ago, said that Social Security was basically a welfare system."
1003,1003_t0109,BUSH,3,0,3157.456,3157.466,0.01,"Oh, come on."
1003,1003_t0110,DUKAKIS,147,129,3157.471,3207.457,49.986,"And in 1985, he flew back from the West Coast to cut that COLA. I voted against that at the National Governors Association. We won a majority, we didn’t win the two-thirds that was necessary nor to pass that resolution, George. But everybody knew what we were doing and I’ve opposed that. The reason that we raise concerns, not just in election years, but every year, because Republicans, once they’re elected and start cutting. You did it in 1985. The Administration tried to do it repeatedly, repeatedly in 81 82. And I’m sure you’ll try to do it again. Because there’s no way you can finance what you want to spend. There’s no way you can pay for that five year, $40 billion tax cut for the rich and still buy all those weapons systems you want to buy unless you raid the Social Security Trust Fund."
1003,1003_t0111,SHAW,6,5,3207.967,3211.718,3.751,Ann Compton for the Vice President.
1003,1003_t0112,COMPTON,84,79,3211.758,3235.324,23.566,"Mr. Vice President, there are three Justices on the Supreme Court who are in their 80’s and it’s very likely that the next President will get a chance to put a lasting mark on the Supreme Court. For the record, would your nominees to the Supreme Court have to pass something that has been called a kind of conservative ideological litmus test and would you give us an idea of perhaps who two or three people on your short list are for the Court."
1003,1003_t0113,BUSH,16,15,3235.87,3239.472,3.602,"One I don’t have a list yet. I feel pretty confident tonight, but not that confident."
1003,1003_t0114,BUSH,144,136,3241.733,3293.734,52.001,"Secondly, I don’t have any litmus test. But what I would do is appoint people to the Federal Bench that will not legislate from the Bench, who will interpret the Constitution. I do not want to see us go to again and Fm using this word advisedly a liberal majority that is going to legislate from the Bench. They don’t like the use of the word, but may I remind his strong supporters that only last year in the primary, to capture that Democratic nomination, he said, “I am a progressive liberal Democrat.” I won’t support judges like that. There is no litmus test on any issue. But I will go out there and find men and women to interpret. And I don’t have a list, but I think the appointments that the President has made to the Bench have been outstanding, outstanding appointments."
1003,1003_t0115,COMPTON,2,0,3294.537,3295.34,0.803,Including Bork?
1003,1003_t0116,BUSH,4,1,3296.143,3300.687,4.544,Yeah. I supported him.
1003,1003_t0117,DUKAKIS,16,16,3302.128,3307.432,5.304,If the Vice President of the United States thinks that Robert Bork was an outstanding appointment
1003,1003_t0118,DUKAKIS,19,18,3309.613,3313.296,3.683,that is a very good reason for voting for Mike Dukakis and Lloyd Bentsen on the 8th of November.
1003,1003_t0119,DUKAKIS,28,23,3315.958,3323.764,7.806,"And I think the Vice President supported the Bork nomination. You know, Mr. Bush has never appointed a judge. I’ve appointed over 130, so I have a record."
1003,1003_t0120,DUKAKIS,145,133,3327.514,3374.081,46.567,"And I’m very proud of it. I don’t ask people whether they’re Republicans or Democrats. I’ve appointed prosecutors, I’ve appointed defenders. I don’t appoint people I think are liberal or people who think – who I think are conservative. I appoint people of independence and integrity and intelligence, people who will be a credit to the Bench. And those are the standards that I will use in nominating people to the Supreme Court of the United States. These appointments are for life. These appointments are for life. And when the Vice President talks about liberals on the Bench, I wonder who he’s talking about? Is he talking about a former Governor of the State of California, who is a former prosecutor, a Republican named Earl Warren, because I think Chief Justice Earl Warren was an outstanding Chief Justice and I think most Americans do too."
1003,1003_t0121,SHAW,9,8,3374.421,3377.182,2.761,"Ann Compton has a question for you, Governor Dukakis."
1003,1003_t0122,COMPTON,111,108,3378.203,3414.706,36.503,"Governor, millions of Americans are entitled to some of the protections and benefits that the Federal Government provides, including Social Security, pensions, Medicare for the elderly, Medicaid for the poor. But in fact, there are so many millions of Americans who are eligible the government just can’t continue to pay for all of those programs as they’re currently constituted. A blue ribbon panel shortly after the election is likely to recommend that you go where the money is when you make budget cuts, and that means entitlements. Before the election would you commit yourself to any of those hard choices, such as which one of those entitlements have to be redrawn?"
1003,1003_t0123,DUKAKIS,369,351,3414.866,3541.703,126.837,"Andrea, why do people who want balanced budgets or to bring the deficit down always go to those programs which tend to benefit people of very modest means? Now, two-thirds of the people in this country who receive Social Security checks live entirely on that check; they have no other income. And yet Mr. Bush tried to cut their cost of living increase in 1985. Medicare is not getting less expensive; medical care for the elderly is getting more expensive, with greater deductibles, with fewer benefits, the kinds of things we’ve had under this Administration that have cut and chopped and reduced the kind of benefits that one gets under Medicare. Yes, we now have catastrophic health insurance, but it’s going to cost, and that’s going to be an additional burden on elderly citizens. It had bipartisan support; it should have had bipartisan support. But I suggest that we understand that those are going to be additional costs on senior citizens across this country. So I’m not going to begin, and I’m not going to go to entitlements as a means for cutting that deficit when we’re spending billions on something like Star Wars, when we’re spending billions on other weapon systems which apparently the Vice President wants to keep in his back pocket or some place, but which, if we continue to spend billions on them, will force us to cut Social Security, to cut Medicare, to cut these basic entitlements to people of very, very modest means. Now there are some things we can do to help people who currently do get entitlements to get off public assistance. I talked in our first debate about the possibilities of helping millions and millions of welfare families to get off of welfare, and I’m proud to say that we finally have a welfare reform bill And the Ruby Samsons and Dan Lawsons, hundreds of thousands of welfare mothers in this country and in my state and across the country who today are working and earning are examples of what can happen when you provide training to those welfare mothers, some daycare for their children so that those mothers can go into a training program and get a decent job."
1003,1003_t0124,SHAW,1,0,3541.91,3541.91,0.0,Governor
1003,1003_t0125,DUKAKIS,22,20,3542.116,3546.147,4.031,That’s the way you bring a deficit down and help to improve the quality of life for people at the same time.
1003,1003_t0126,SHAW,6,6,3547.043,3548.404,1.361,One minute for the Vice President.
1003,1003_t0127,BUSH,224,203,3548.664,3620.314,71.65,"I think I’ve addressed it. But let me simply say for the record, I did not vote to cut COLAs. And I voted the same way that he did three months before in a national governors’ conference. And he said at that time, in a quote, and this is a paraphrase, a freeze, that’s easy. So I don’t believe that we need to do what you’ve suggested here. And I’ve said that I’m going to keep this Social Security entitlement, to keep that trust fund sound. But I do think there are flexible ways to solve some of the pressing problems, particularly that affect our children. And I have made some good sound proposals. But again, we have a big difference on child care, for example. You see, I want the families to have the choice. I don’t want to see the Federal Government licensing grandmothers. I don’t want to see the Federal Government saying to communities, well, you can’t do this any more. We’re going to tell you how to do it all. I want flexibility, and I do you know, these people laugh about the thousand points of light. You ought to go out and see around this country what’s happening in the volunteer section: Americans helping America. And I want to keep it alive in child care and in other entitlements."
1003,1003_t0128,SHAW,5,4,3620.935,3623.057,2.122,Margaret Warner for Gov. Dukakis.
1003,1003_t0129,WARNER,84,81,3623.927,3652.509,28.582,"Governor, I’m going to pass on the question I originally planned to ask you, to follow up on your rebuttal to a question Andrea asked, and that involves Social Security. Now it is true, as you said, that originally you sought an exemption for Social Security COLAs in this national governors’ association vote. But when you lost that vote, you then endorsed the overall freeze proposal. And what’s more, you had great criticism of your fellow governors who wouldn’t go along as political cowards."
1003,1003_t0130,DUKAKIS,5,5,3653.549,3654.41,0.861,That is absolutely not true.
1003,1003_t0131,WARNER,9,9,3654.43,3657.131,2.701,You said it takes guts and it takes will.
1003,1003_t0132,DUKAKIS,37,35,3657.151,3665.402,8.251,That is absolutely not true. It had nothing to do with the debate on Social Security. It had to do with the discussion we had had the previous day on the overall question of reducing the budget.
1003,1003_t0133,WARNER,10,9,3665.495,3668.416,2.921,My question is: Aren’t you demagoguing the Social Security issue?
1003,1003_t0134,DUKAKIS,5,4,3668.466,3669.477,1.011,"No, and I have to"
1003,1003_t0135,DUKAKIS,315,295,3669.497,3781.548,112.051,"I just have to correct the record. That simply isn’t true. Now, we’re not a parliamentary body, the National Governors Association. We vote on resolutions. If you don’t get a two-thirds, then your resolution doesn’t pass. But everybody knew that those of us who voted against the freezing of COLAs did so, we did so emphatically. And I never made that statement; never would. The point is that as we look at this nation’s future, and we have two very different visions of this future. I want to move ahead. The Vice President talks about a thousand points of light. I’m interested in 240 million points of light. I’m interested in 240 million citizens in this country who share in the American dream, all of them in every part of this country. But as we look at the decisions that the next president of the United States is going to have to make, I just don’t believe the place you go first is those programs, those so-called entitlements, which provide a basic floor of income and a modest amount of medical care for the elderly, the disabled, for people who can’t make their way on their own, and in many cases, have given a great deal to this country. The Vice President did call Social Security a few years ago basically or largely a welfare program. It isn’t. It’s a contract between generations. It’s something that we pay into now so that we will have a secure retirement, and our parents and grandparents will have a secure retirement. It’s a very sacred contract, and I believe in it. So that’s not where we ought to go. There are plenty of places to cut. There’s lots we can do in the Pentagon where dishonest contractors have been lining their pockets at the expense of the American taxpayer. There are we certainly ought to be able to"
1003,1003_t0136,SHAW,1,0,3781.568,3781.568,0.0,Governor
1003,1003_t0137,DUKAKIS,40,35,3781.588,3790.777,9.189,"Give our farm families a decent income with spending $20to $25 billion a year on farm subsidies, and I’m sure we can do that. That’s where we ought to go, and those are the programs we ought to review first."
1003,1003_t0138,SHAW,6,6,3791.218,3792.88,1.662,One minute for the Vice President.
1003,1003_t0139,BUSH,191,184,3793.12,3861.849,68.729,"Well, let me take him up on this question of farm subsidies. We have a fundamental difference, approach on agriculture. He favors this supply maintenance or production controls. He said that. He’s been out in the state saying that, in Midwestern states. I don’t. I think the farm bill that he criticizes was good legislation, outstanding legislation. And I believe the answer to the agricultural economy is not to get the government further involved, but to do what I’m suggesting. In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you’re reliable suppliers? We never should go back to that. And we ought to expand our markets abroad. We ought to have rural enterprise zones. We ought to move forward swiftly on my ideas of ethanol which would use more corn, and therefore, create a bigger market for our agricultural products. But let’s not go back and keep assailing a farm bill that passed with overwhelming Democrat and Republican support."
1003,1003_t0140,SHAW,3,0,3861.854,3861.864,0.01,Mr. Vice President.
1003,1003_t0141,BUSH,13,13,3861.869,3866.312,4.443,The farm payments are going down because the agricultural economy is coming back.
1003,1003_t0142,SHAW,10,10,3867.033,3869.513,2.48,"Margaret Warner has a question for you, Mr. Vice President."
1003,1003_t0143,WARNER,138,130,3870.434,3924.679,54.245,"Mr. Vice President, I’d like to cover a subject that wasn’t covered in the first debate. You have said in this campaign, I am an environmentalist, and described yourself as having zero tolerance for polluters. And yet your record does seem to suggest otherwise. When you were head of the President’s task force on regulatory relief, you did urge EPA to relax regulations involving the elimination of lead from gasoline. I believe you urged suspension of rules requiring industries to treat toxic waste before discharging them in sewers. And your group also urged OSHA to weaken the regulations requiring that workers be informed of dangerous chemicals at the work site. Finally, I believe you did support the President’s veto of the Clean Water Act. My question is, aren’t you–how do you square your campaign rhetoric with this record?"
1003,1003_t0144,BUSH,286,262,3925.4,4025.279,99.879,"90 percent reductions in lead since I chaired that regulatory task force; 90 percent. It’s almost you remember that expression, get the lead out? It’s almost out. Almost gone. Clean water? I’m for clean water. But what I’m not for what I’m not for is measuring it the way that the Democratic Congress does. We sent up a good bill on clean water, a sound bill on clean water. But the only way you can express your love for clean water is to double the appropriations for clean water, and then rant against the deficit. I am for clean water. I’ve been an outdoorsman and a sportsman all my life. I’ve been to these national parks. I led for the Earl Wallop bill or formerly Dingell-Johnson. I headed the task force when I was a member of the Congress way back in the late ’60s on these kinds of things, on the Republican side. I led for that. And so I refuse to measure one’s commitment as to whether you’re going to double the spending. That is the same old argument that’s gotten us into trouble on the deficit side. So I’ll just keep saying, I am one. I’m not going to go down there and try to dump the sludge from Massachusetts off the beaches off of New Jersey. I’m not going to do that. That boo was excessively loud. Can you add five seconds, Bernie, out of fairness? Come on, give me five. I mean, this guy, this is too much. But I’m not going to do that. I’m an environmentalist. I believe in our parks. I believe in the President’s commission on outdoors. And I’ll do a good job, because I am committed."
1003,1003_t0145,SHAW,8,7,4026.249,4029.22,2.97,"Gov. Dukakis, you have one minute to respond."
1003,1003_t0146,DUKAKIS,236,216,4030.446,4098.841,68.395,"Margaret, I’m not sure I can get all of this in in one minute. George, we have supply management today under the 1985 bill. It’s called set-asides. Secondly, if you were so opposed to the grain embargo, why did you ask the godfather of the grain embargo to be one of your top foreign policy advisers? I’m against the grain embargo; it was a mistake. I’m also against the pipeline embargo, which you folks attempted to impose. That was a mistake as well, and it cost thousands of jobs for American workers in the Midwest and all over the United States of America. Margaret, once again, I don’t know which George Bush I’m talking about here or looking at. The George Bush who was the charter member of the environmental wrecking crew that went to Washington in the early ’80s and did a job on the EPA, or the one we’ve been seeing and listening to the past two or three months. But let me say this, because he spent millions and millions of dollars of advertising on the subject of Boston Harbor. George, Boston Harbor was polluted for 100 years. I’m the first governor to clean it up. No thanks to you. No thanks to you. We’ve been cleaning it up for four years. We passed landmark legislation in ’84. No thanks to you. You did everything you could to kill the Clean Water Act"
1003,1003_t0147,SHAW,1,0,4098.931,4098.931,0.0,Governor.
1003,1003_t0148,DUKAKIS,20,19,4099.021,4106.823,7.802,And those grants which make it possible for states and local communities to clean up rivers and harbors and streams.
1003,1003_t0149,MITCHELL,91,89,4112.89,4153.425,40.535,"Mr. Vice President, Jimmy Carter has called this the worst campaign ever. Richard Nixon has called it trivial, superficial and inane. Whoever started down this road first, of negative campaigning, the American people, from all reports coming to us, are completely fed up. Now, do you have any solutions to suggest? Is there time left to fix it? There are 26 days left. For instance, would you agree to another debate, before it’s all over, so that the American people would have another chance before election day to compare you two?"
1003,1003_t0150,BUSH,383,366,4154.007,4277.024,123.017,"No. I will not agree to another debate. The American people are up to here with debates. They had thirty of them; we had seven of them. Now we’ve got three of them. I am going to carry this election debate all across this country in the last whatever remains of the last three and a half weeks, or whatever we have and the answer is no; I am not going to have any more debates, we don’t need any more debates. I’ve spelled out my position. In terms of negative campaigning, you know, I don’t want to sound like a kid in the schoolyard: he started it. But take a look at the Democratic convention take a look at it. Do you remember the Senator from Boston chanting out there and the ridicule factor from that lady from Texas that was on there; I mean, come on, this was just outrageous. But I’ll try harder to keep it on a high plane. If you could accept a little criticism, I went all across central Illinois and spoke about agricultural issues, about seven stops. We had some fun Crystal Gayle and Loretta Lynn with us, and they got up and sang, went to little towns and I talked agriculture. And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper. Why? Because you are so interested in a poll that might have been coming out, or because somebody had said something nasty about somebody else. And so I don’t know what the answer is. Somebody hit me and said Barry Goldwater said you ought to talk on issues more. How can Barry Goldwater sitting in Arizona know whether I’m talking on the issues or not when we put out position paper after position paper, he puts out position paper after position paper; and we see this much about it, because everyone else is fascinated with polls and who’s up or down today and who’s going to be up or down tomorrow. So I think we can all share, with respect, in the fact that maybe the message is not getting out. But it’s not getting out because there are too few debates. There will be no more debates."
1003,1003_t0151,SHAW,9,9,4277.864,4280.765,2.901,"Governor Dukakis, you have one minute to respond, sir."
1003,1003_t0152,DUKAKIS,257,238,4284.927,4358.503,73.576,"I can understand, after the vice presidential debate, why Mr. Bush would want no more debates. That’s my five seconds. Andrea, I think we both have a responsibility to try to address the issues. Yes, we have fundamental differences. I think a great many of them have come out today. And I think if we get rid of the labels–and I’m not keeping count, but I think Mr. Bush has used the label “liberal” at least ten times if I had a dollar, George, for every time you used that label, I’d qualify for one of those tax breaks for the rich that you want to give away. Isn’t that the point? Most Americans believe in basic values. We have differences about how to achieve them. I want to move forward, I want this nation to move forward. I am concerned about the fact that 10 percent of our manufacturing and 20 percent of our banking and nearly half of the real estate in the city of Los Angeles are in the hands of foreign investors. I am concerned about what that does to our future. I’m concerned about the fact that so many of our securities are in the hands of foreign banks because of these massive deficits. But those are the issues on which we ought to be debating and if we can just put away the flag factories and the balloons and those kinds of thing and get on to a real discussion of these issues, I think we will have a good success."
1003,1003_t0153,SHAW,9,0,4359.083,4363.719,4.636,"Andrea Mitchell has a question for you, Governor Dukakis."
1003,1003_t0154,MITCHELL,104,101,4364.298,4400.227,35.929,"We are talking about issues, so let’s return to something you said earlier about the modernization of land-based missiles. You said that you didn’t rule it out that there are limits to what we can spend, and then you went on to talk about a much more expensive part of our defense strategy, namely, conventional forces. Do you somehow see conventional forces as a substitute for our strategic forces, and in not talking about the land-based missiles and not committing to modernizing, do you somehow believe that we can have a survivable nuclear force based on the air and sea legs of our triad?"
1003,1003_t0155,DUKAKIS,426,407,4401.688,4532.616,130.928,"I think we ought to be looking at modernization, I think we ought to be exploring less expensive ways to get it on land, and we ought to make sure that we have an effective and strong and credible nuclear deterrent. But we also need well-equipped and well-trained and well-supported conventional forces. And every defense expert I know, including people in the Pentagon itself, will tell you that given the level of defense spending and the level of defense appropriations which the Congress has now approved and the president has signed, there’s no way that you can do all of these things and do them well. That’s why tough choices will be required, choices I am prepared to make, Mr. Bush is not prepared to make. But, Andrea, I think we can go far beyond this as well, because we have opportunities now step-by-step to bring down the level of strategic weapons, get a test ban treaty, negotiate those conventional force reductions. I would challenge Mr. Gorbachev to join with us in limiting in eliminating regional conflict in the Middle East, in Central America. Let’s get him working on Syria, their client state, and see if we can’t get them to join Israel and other Arab nations, if at all possible, and Arab leaders, in finally bringing peace to that troubled region. And I think that’s one reason why we need fresh leadership in the White House that can make progress now in bringing peace to the Middle East. Let’s go to work and end this fiasco in Central America, a failed policy which has actually increased Cuban and Soviet influence. The democratic leaders of Central and Latin America want to work with us. I’ve met with them, I know them, I’ve spent time in South America-speak the language, so does Senator Bentsen. We want to work with them and build a new relationship, and they with us. But not a one of those key democratic leaders support our policy in Central America. And we’ve got to work with them if we are going to create an environment for human rights and democracy for the people of this hemisphere, and go to work on our single most important problem, and that is the avalanche of drugs that is poring into our country and virtually destroying those countries. Those are the kinds of priorities for national security and for foreign policy that I want to pursue Mr. Bush and I have major differences on these issues and I hope very much to be president and pursue them."
1003,1003_t0156,SHAW,7,7,4532.656,4534.137,1.481,"Mr. Vice President, you have one minute."
1003,1003_t0157,BUSH,172,163,4534.998,4601.663,66.665,"In terms of regional tensions, we have now gotten the attention of the Soviet Union. And the reason we’ve gotten it is because they see us now as unwilling to make the very kinds of unilateral cuts that have been called for and to go for the discredited freeze. My opponent had trouble, criticized us, on our policy in Angola. It now looks, because of steady negotiation, that we may have an agreement that will remove the Cubans from Angola. We see the Russians coming out of Afghanistan. That wouldn’t have stopped if we hadn’t been willing wouldn’t have even started, the Soviets coming out, if we hadn’t even been willing to support the freedom fighters there. And the policy in Central America, regrettably, has failed because the Congress has been unwilling to support those who have been fighting for freedom. Those Sandinistas came in and betrayed the trust of the revolution; they said it was about democracy, and they have done nothing other than solidify their Marxist domination over that country."
1003,1003_t0158,SHAW,5,3,4602.533,4605.586,3.053,Ann Compton for Governor Dukakis.
1003,1003_t0159,COMPTON,86,84,4606.487,4635.08,28.593,"Governor, nuclear weapons need nuclear material replenished on a regular basis, and just this week yet another nuclear manufacturing plant was closed because of safety concerns. Some in the Pentagon fear that too much priority has been put on new weapons programs, not enough on current programs, and worry that the resulting shortage would be amounting to nothing less than unilateral nuclear disarmament. Is that a priority that you feel has been ignored by this administration, or are the Pentagon officials making too much of it?"
1003,1003_t0160,DUKAKIS,216,198,4635.18,4704.361,69.181,"Well, it’s a great concern of mine and I think of all Americans, and perhaps the vice president can tell us what’s been going on. This is another example of misplaced priorities. An administration which wants to billions on weapons systems that we don’t need and can’t afford, and now confronts us with a very serious problem, and plants that are supposed to be producing tritium and plutonium and providing the necessary materials for existing weapons. Yes, if we don’t do something about it, we may find ourselves unilaterally, if I may use that term, dismantling some of these weapons. What’s been going on? Who’s been in charge? Who’s been managing this system? Why have there been these safety violations? Why are these plants being closed down? I don’t know what the latest cost estimates are, but it’s going to be in the range of 25, 50, 75, $100 billion. Now, somebody has to bear the responsibility for this. Maybe the Vice President has an answer. But I’m somebody who believes very strongly in taking care of the fundamentals first before you start new stuff. And that’s something which will be a priority of ours in the new administration because without it, we cannot have the effective and strong and credible nuclear deterrent we must have."
1003,1003_t0161,SHAW,7,7,4706.503,4708.185,1.682,"Mr. Vice President, you have one minute."
1003,1003_t0162,BUSH,188,182,4708.985,4774.437,65.452,"That is the closest I have ever heard the Governor of Massachusetts come to support anything having to do with nuclear, that’s about as close as I’ve ever heard him Yes, this Savannah River plant needs to be made more safe. Will he join me in suggesting that we may need another plant? Maybe in Idaho, to take care of the requirements, nuclear material requirements, for our Defense Department? I hope he will. This sounds like real progress here, because we’ve had a big difference on the safe use of nuclear power for our energy base. I believe that we must use clean, safe nuclear power. I believe that the more dependent we become on foreign oil, the less our national security is enhanced. And therefore, I’ve made some proposals to strengthen the domestic oil industry by more incentive going in to look for, and find, and produce oil; made some incentives in terms of secondary and tertiary production. But we’re going to have to use more gas, more coal and more safe nuclear power for our energy base. So I am one who believes that we can"
1003,1003_t0163,SHAW,3,0,4774.462,4774.512,0.05,Mr. Vice President.
1003,1003_t0164,BUSH,8,7,4774.537,4776.358,1.821,and must do what he’s talking about now.
1003,1003_t0165,SHAW,7,6,4776.658,4778.259,1.601,Ann Compton has a question for you.
1003,1003_t0166,COMPTON,69,67,4778.919,4800.736,21.817,"Mr. Vice President, as many as 100 officials in this Administration have left the government under an ethical cloud. Some have been indicted, some convicted. Many of the cases have involved undue influence once they’re outside of government. If you become president, will you lock that revolving door that has allowed some men and women in the government to come back and lobby the very departments they once managed?"
1003,1003_t0167,BUSH,342,317,4800.846,4918.681,117.835,"Yes, and I’ll apply it to Congress too. I’ll do both. I’ll do both. Because I think you see, I am one who I get kidded by being a little old fashioned on these things, but I do believe in public service. I believe that public service is honorable. And I don’t think anybody has a call on people in their Administrations going astray. His chief education adviser is in jail He’s in jail because he betrayed the public trust. The head of education. And yet this man, the governor, equated the President to a rotting fish. He said that a fish rots from the head down as he was going after Ed Meese. Look, we need the highest possible ethical standards. I will have an ethical office in the White House that will be under the President’s personal concern. I will see that these standards apply to the United States Congress. I hope I will do a good job as one who has had a relatively clean record with no conflicts of interest in his own public life, as has the Governor, to exhort young people to get into public service. But there is no corner on this sleaze factor, believe me. And it’s a disgrace, and I will do my level best to clean it up, recognizing that you can’t legislate morality. But I do believe that with my record in Congress, having led the new Congressmen to a code of ethics through major main emphasis on it in full disclosure, that I’ve got a good record. And there are more, if you want to talk about percentage appointments, more Members of Congress who have been under investigation percentage-wise that people in the executive branch. And so it isn’t one and state governments have had a tough time. His some of his college presidents aren’t exactly holier than thou. So let’s not be throwing stones about it. Let’s say, this isn’t Democrat or Republican, and it isn’t liberal or conservative. Let’s vow to work together to do something about it."
1003,1003_t0168,SHAW,9,7,4923.384,4925.065,1.681,"Governor, you have one minute to respond to it."
1003,1003_t0169,DUKAKIS,196,179,4925.075,4990.592,65.517,"And I would agree that integrity is not a Republican or a Democratic issue; it’s an American issue. But here again, I don’t know which George Bush I’m listening to. Wasn’t this the George Bush that supported Mr. Meese? Called James Watt an excellent Secretary of the Interior? Provided support for some of these people, supported the nomination of Robert Bork to the Supreme Court of the United States. We’ve had dozens we’ve had dozens and dozens of officials in this Administration who have left under a cloud, who have left with the special prosecutor in their arm, have been indicted, convicted. This isn’t the kind of Administration we need. And one of the reasons our selection of a running mate is so important, it is such a test of the kinds of standards we’ll set, is because it tells the American people in advance of the election just what kind of people we’re looking for. I picked Lloyd Bentsen. Mr. Bush picked Dan Quayle. I think that says a great deal to the American people about the standards we’ll set and the quality of the people that we will pick to serve in our Administration."
1003,1003_t0170,SHAW,65,63,4995.733,5022.185,26.452,"To each of you candidates, regrettably, I have to inform you that we have come to the end of our questions. That’s a pity. Before I ask the candidates to make their closing remarks, on behalf of the Commission on Presidential Debates, I would like to thank all of you for joining us this evening. Governor Dukakis, yours is the first closing statement, sir. GOU."
1003,1003_t0171,DUKAKIS,331,306,5022.199,5133.826,111.627,"28 years ago, as a young man just graduated from law school, I came to this city, came clear across the country, to watch John Kennedy be nominated for the presidency of the United States, right here in Los Angeles. I never dreamed that some day I would win that nomination and be my party’s nominee for president. That’s America. That’s why I’m proud and grateful to be a citizen of this country. 26 days from today you and millions of Americans will choose two people to lead us into the future as president and vice president of the United States. Our opponents say, things are okay. Don’t rock the boat. Not to worry. They say we should be satisfied. But I don’t think we can be satisfied when we’re spending $150 billion a year in interest alone on the national debt, much of it going to foreign bankers; or when 25 percent of our high school students are dropping out of school; or when we have 2-1/2 million of our fellow citizens, a third of them veterans, who are homeless and living on streets and in doorways in this country, when Mr. Bush’s prescription for our economic future is another tax giveaway to the rich. We can do better than that. Not working with government alone, but all of us working together. Lloyd Bentsen and I are optimists, and so are the American people. And we ask you for our hand for your hands and your hearts, and your votes on the 8th of November so we can move forward in the future. Kitty and I are very grateful to all of you for the warmth and the hospitality that you’ve given to us in your homes and communities all across this country. We love you, and we’re grateful to you for everything that you’ve given to us. And we hope that we’ll be serving you in the White House in January of 1989. Thank you, and God bless you."
1003,1003_t0172,SHAW,7,3,5138.274,5152.7,14.426,"Vice President Bush, your closing statement, sir."
1003,1003_t0173,BUSH,352,346,5152.72,5277.488,124.768,"Sometimes it does seem that a campaign generates more heat than light. So let me repeat, I do have respect for my opponent, for his family, for the justifiable pride he takes in his heritage. But we have enormous differences. I want to hold the line on taxes, and keep this the longest expansion in modern history going until everybody in America benefits. I want to invest in our children. Because I mean it when I say I want a kinder and gentler nation. And by that I want to have child care where the families, the parents, have control. I want to keep our neighborhoods much, much better in terms of anti-crime, and that’s why I would appoint judges that have a little more sympathy for the victims of crime and a little less for the criminals. That’s why I do feel if some police officer is gunned down that the death penalty is required. I want to help those with disabilities fit into the mainstream. There is much to be done. This election is about big things. And perhaps the biggest is world peace. And I ask you to consider the experience I have had in working with a President who has revolutionized the situation around the world. America stands tall again, and as a result, we are credible. And we have now achieved an historic arms control agreement. I want to build on that. I’d love to be able to say to my grandchildren, four years after my first term, I’d like to say, your grandfather, working with the leaders of the Soviet Union, working with the leaders of Europe, was able to ban chemical and biological weapons from the face of the earth. Lincoln called this country the last best hope of man on earth. And he was right then, and we still are the last best hope of man on earth. And I ask for your support on November 8th. And I will be a good president. Working together, we can do wonderful things for the United States and the Free World. Thank you very, very much."
